0.0179305790651979,2.89150983100022,6.97277460718277,3.5115270097368
15.8071283655616,6.19136617086296,6.99175511115496,3.50946976396566
9.96035906345001,5.3070507573959,6.90952694231112,3.48680304595244
7.33938595059408,4.45644316621611,6.42650433874953,3.40505867244899
5.38628613473108,3.5809009104511,5.2573553077128,3.20064640752888
4.01286440063826,2.79313491238922,3.95763583046848,2.80980661514406
2.92253852798687,2.09542005074719,2.87041818786034,2.25154208175822
1.98174779510811,1.46253185381666,2.01726532322754,1.58982364728171
1.19256132760982,0.921363706515952,1.28527487286577,0.931172908288202
0.469479091107536,0.431651070646877,0.551332150834186,0.341723610720414
-0.246738417616137,-0.0662872268977951,-0.156741245786696,-0.202030195023142
